TeamId,TeamName,SubmissionDate,Score
5876849,SapSapSap,"2020-11-26 00:46:41",0.89583
5877080,Goabelakang,"2020-11-26 04:41:15",1.00000
5877363,"Kampus ruko","2020-11-27 13:31:16",0.89583
5877399,dunnoteam,"2020-11-26 15:04:22",0.83999
5877418,"Pahala Kencana","2020-11-27 14:56:48",0.89010
5878021,zemi,"2020-11-25 02:00:34",0.94884
5878303,"The Breezeee","2020-11-28 02:44:35",0.94666
5878479,P2,"2020-11-28 03:49:18",0.89010
5878919,"Team Posthink R&D","2020-11-22 21:59:39",0.94884
5879201,Talam,"2020-11-26 14:29:45",0.94666
5880806,AIA_IMDA,"2020-11-28 02:54:34",0.94884
5880861,"Nama Tim","2020-11-28 00:54:50",0.89898
5880886,black_coffee,"2020-11-27 13:50:55",0.76190
5881035,rariwa,"2020-11-26 15:53:40",0.73333
5881108,DW,"2020-11-26 14:48:20",0.89010
5881213,No_Form,"2020-11-27 04:03:31",0.67032
5881259,Fibonacci,"2020-11-25 14:15:32",0.79166
5881463,"Tim Tagumy","2020-11-28 02:14:47",0.68750
5881620,"Sikat Miring","2020-11-25 18:09:13",0.89010
5881997,PelajarHsinchu,"2020-11-24 17:46:27",0.94666
5882702,"Alam Sukma","2020-11-27 14:12:18",0.64912
5883378,FisherMan,"2020-11-28 03:12:01",0.79797
5883429,TahuBulat,"2020-11-25 11:42:48",0.89898
5884445,Hia,"2020-11-25 02:01:22",0.64285
5884702,"Black Patch","2020-11-27 19:44:37",0.89898
5885156,Kuning,"2020-11-28 01:41:16",0.89898
5885789,"Sample Guys","2020-11-28 03:01:31",1.00000
5889065,[Deleted],"2020-11-24 04:33:30",0.94884
5889765,justdancenow,"2020-11-27 19:32:49",0.94884
5892224,"Permisi Nggih","2020-11-25 23:32:46",0.89010
5892495,Babay,"2020-11-27 09:44:04",0.89898
5892795,Senasib,"2020-11-27 17:47:12",0.84962
5894109,Jabodetabek,"2020-11-24 12:00:56",0.94884
5894226,YTFW,"2020-11-28 03:42:47",0.84654
5894400,"Mr. Overfitting","2020-11-27 23:15:29",1.00000
5895049,tipingpoint,"2020-11-27 15:16:34",0.94666
5896350,"Cari Cuan","2020-11-27 16:13:19",0.70000
5896532,FreeMeal,"2020-11-28 02:18:16",0.94666
5899261,Arrancar,"2020-11-27 06:35:06",0.89010
5899438,"Raudhatul Jannah","2020-11-28 02:44:00",0.53964
5900459,goyang_shopee,"2020-11-28 03:46:29",0.64194
5900731,"Tim Ketemu Sekarang","2020-11-28 02:29:36",0.89898
5900928,fstsi-agussa,"2020-11-27 14:57:41",0.28571
5900991,omega707,"2020-11-27 15:14:52",0.45054
5902723,VitaminC,"2020-11-27 17:17:01",0.64912
5902948,SamsanTech,"2020-11-27 10:48:20",0.79797
5903236,"The Outliers","2020-11-27 07:50:24",0.64912
5904003,"Alpha Therapy","2020-11-28 03:49:13",0.62666
5905170,[Deleted],"2020-11-25 22:25:21",0.80000
5906523,"Konita Khasanah","2020-11-26 08:47:08",0.89898
5906661,"Data Berduka","2020-11-27 14:27:45",0.60000
5906741,NDS,"2020-11-27 20:37:23",0.64912
5907521,rangga,"2020-11-28 02:37:21",0.74937
5907791,"DIP Jaya","2020-11-27 17:52:07",0.94666
5908291,labeler,"2020-11-28 01:20:44",0.74937
5908448,Gembol,"2020-11-27 13:26:05",0.94666
5909805,"The Improver","2020-11-26 11:49:40",0.89898
5910166,ex-rekankerja,"2020-11-26 18:57:08",0.89898
5911395,Ferlin,"2020-11-27 15:56:24",0.79166
5914224,"Sydha dkk minus Mae","2020-11-28 03:11:23",0.84654
5914641,Ezra,"2020-11-27 14:23:46",0.68750
5915242,Achyar,"2020-11-28 01:40:42",0.79797
5916026,milkyway,"2020-11-27 22:22:41",0.89583
5916110,almajara,"2020-11-27 19:28:48",0.94884
5916255,happy-happy,"2020-11-28 03:16:13",0.58333
5918699,"Puja Kerang Ajaibb Ulululu","2020-11-28 00:19:33",0.54887
5919341,"The Sams","2020-11-28 03:17:20",0.74937
5919472,"ice tea path","2020-11-27 20:27:12",0.79797
